Study ID,Author(s),Year,Title,Journal,Passed Filter 2,Scope,Genomic,Wild or Captive,Continent,Country,Latitude,Longitude,Avg or est points,Coordinate Notes,Coordinate System,Class,Latin Binomial,IUCN Latin Binomial,IUCN Status,Species Global North or South,Total Number of Authors,1st Author Origin Country,1st Author Global Divide,Last Author Origin Country,Last Author Global Divide,Collaboration,Number of Local Authors,Number of authors from Global North,Number of authors from Global South,delta_maximum_temperature_1960_2050,Paper Notes
629,"Hofmann, Sylvia; Baniya, Chitra Bahadur; Stöck, Matthias; Podsiadlowski, Lars",2021,"De novo Assembly, Annotation, and Analysis of Transcriptome Data of the Ladakh Ground Skink Provide Genetic Information on High-Altitude Adaptation",Genes,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,Nepal,28.65668,83.43262,Yes,,DD,Reptilia,Asymblepharus ladacensis,Asymblepharus ladacensis,LC,Global South,4,Germany,Global North,Germany,Global North,International,0,2,0,2.165625095,
630,"Hofmann, Sylvia; Kuhl, Heiner; Baniya, Chitra Bahadur; Stöck, Matthias",2019,Multi-Tissue Transcriptomes Yield Information on High-Altitude Adaptation and Sex-Determination in Scutiger cf. sikimmensis,Genes,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,Nepal,28.1118,85.28523,Yes,,DD,Amphibia,Scutiger sikimmensis,Scutiger sikimmensis,LC,Global South,4,Germany,Global North,Nepal,Global South,International,1,3,1,2.229165792,
638,"Homola, J. J.; Loftin, C. S.; Cammen, K. M.; Helbing, C. C.; Birol, I.; Schultz, T. F.; Kinnison, M. T.",2019,Replicated Landscape Genomics Identifies Evidence of Local Adaptation to Urbanization in Wood Frogs,JOURNAL OF HEREDITY,Yes,Level 3: Functional Variation - global change,GBS/RAD/target capture,Wild,North America,United States,43.96943,-69.894875,Yes,mean of all 8 study sights' coordinates from paper,DD,Amphibia,Lithobates sylvaticus,Lithobates sylvaticus,LC,Global North,7,United States of America,Global North,United States of America,Global North,International,4,7,0,3.105729342,
640,"Hong, M. L.; Jiang, A. P.; Li, N.; Li, W. H.; Shi, H. T.; Storey, K. B.; Ding, L.",2019,Comparative analysis of the liver transcriptome in the red-eared slider Trachemys scripta elegans under chronic salinity stress,PEERJ,Yes,Level 3: Functional Variation - global change,RNASeq,Captive,NA,NA,NA,NA,NA,NA,NA,Reptilia,Trachemys scripta,Trachemys scripta,NA,,,,,,,,NA,,,NA,
642,"Hong, X. Y.; Wang, Y. K.; Wang, K. K.; Wei, C. Q.; Li, W.; Yu, L. Y.; Xu, H. Y.; Zhu, J. X.; Zhu, X. P.; Liu, X. L.",2023,Single-Cell Atlas Reveals the Hemocyte Subpopulations and Stress Responses in Asian Giant Softshell Turtle during Hibernation,BIOLOGY-BASEL,Yes,Level 1: General genomic resources,RNASeq,Captive,NA,NA,NA,NA,NA,NA,NA,Reptilia,Pelochelys cantorii,Pelochelys cantorii,CR,,,,,,,,NA,,,NA,
654,"Hoza, J.; Davis, H. R.; Leaché, A. D.",2023,Genomic Data Do Not Support the Species Status of the San Luis Valley Short-Horned Lizard (Phrynosoma diminutum),ICHTHYOLOGY AND HERPETOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,37.26046,-105.77896,Yes,,DD,Reptilia,Phrynosoma hernandesi,Phrynosoma hernandesi,LC,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,3.036458015,
658,"Hu, Xiaoxiao; Jiang, Zeyuan; Ming, Yao; Jian, Jianbo; Jiang, Sanjie; Zhang, Dandan; Zhang, Jiayong; Zheng, Shanjian; Fang, Xiaodong; Yang, Yulan; Zheng, Rongquan",2022,A chromosomal level genome sequence for Quasipaa spinosa (Dicroglossidae) reveals chromosomal evolution and population diversity,Molecular ecology resources,Yes,Level 1: General genomic resources,Whole genome,Wild,Asia,China,29.49616,119.0839,Yes,,DD,Amphibia,Quasipaa spinosa,Quasipaa spinosa,VU,Global South,11,China,Global South,China,Global South,International,11,0,11,2.66006875,
659,"Huang, L.; Li, J.; Anboukaria, H.; Luo, Z. H.; Zhao, M.; Wu, H.",2016,Comparative transcriptome analyses of seven anurans reveal functions and adaptations of amphibian skin,SCIENTIFIC REPORTS,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,29.60092,109.84539,Yes,,DD,Amphibia,Pelophylax nigromaculatus,Pelophylax nigromaculatus,LC,Global South,6,China,Global South,China,Global South,Domestic,6,0,6,2.612673759,
659,"Huang, L.; Li, J.; Anboukaria, H.; Luo, Z. H.; Zhao, M.; Wu, H.",2016,Comparative transcriptome analyses of seven anurans reveal functions and adaptations of amphibian skin,SCIENTIFIC REPORTS,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,29.60092,109.84539,Yes,,DD,Amphibia,Odorrana margaretae,Odorrana margaretae,LC,Global South,6,China,Global South,China,Global South,Domestic,6,0,6,2.612673759,
659,"Huang, L.; Li, J.; Anboukaria, H.; Luo, Z. H.; Zhao, M.; Wu, H.",2016,Comparative transcriptome analyses of seven anurans reveal functions and adaptations of amphibian skin,SCIENTIFIC REPORTS,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,29.60092,109.84539,Yes,,DD,Amphibia,Leptobrachium boringii,Leptobrachium boringii,EN,Global South,6,China,Global South,China,Global South,Domestic,6,0,6,2.612673759,
659,"Huang, L.; Li, J.; Anboukaria, H.; Luo, Z. H.; Zhao, M.; Wu, H.",2016,Comparative transcriptome analyses of seven anurans reveal functions and adaptations of amphibian skin,SCIENTIFIC REPORTS,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,29.60092,109.84539,Yes,,DD,Amphibia,Megophrys sangzhiensis,Megophrys sangzhiensis,CR,Global South,6,China,Global South,China,Global South,Domestic,6,0,6,2.612673759,
659,"Huang, L.; Li, J.; Anboukaria, H.; Luo, Z. H.; Zhao, M.; Wu, H.",2016,Comparative transcriptome analyses of seven anurans reveal functions and adaptations of amphibian skin,SCIENTIFIC REPORTS,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,29.60092,109.84539,Yes,,DD,Amphibia,Rhacophorus omeimontis,Zhangixalus omeimontis,LC,Global South,6,China,Global South,China,Global South,Domestic,6,0,6,2.612673759,
659,"Huang, L.; Li, J.; Anboukaria, H.; Luo, Z. H.; Zhao, M.; Wu, H.",2016,Comparative transcriptome analyses of seven anurans reveal functions and adaptations of amphibian skin,SCIENTIFIC REPORTS,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,29.60092,109.84539,Yes,,DD,Amphibia,Rhacophorus dennysi,Zhangixalus dennysi,LC,Global South,6,China,Global South,China,Global South,Domestic,6,0,6,2.612673759,
659,"Huang, L.; Li, J.; Anboukaria, H.; Luo, Z. H.; Zhao, M.; Wu, H.",2016,Comparative transcriptome analyses of seven anurans reveal functions and adaptations of amphibian skin,SCIENTIFIC REPORTS,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,29.60092,109.84539,Yes,,DD,Amphibia,Polypedates megacephalus,Polypedates megacephalus,LC,Global South,6,China,Global South,China,Global South,Domestic,6,0,6,2.612673759,
660,"Huang, Y. F.; Yang, S.; Bai, X. B.; Shi, Y. H.; Chen, Q. S.",2021,Molecular and Cellular Mechanisms of Lipid Droplet Breakdown in the Liver of Chinese Soft-Shelled Turtle (Pelodiscus sinensis),FRONTIERS IN MARINE SCIENCE,Yes,Level 1: General genomic resources,RNASeq,Wild,Asia,China,31.88049,118.84498,Yes,,DD,Reptilia,Pelodiscus sinensis,Pelodiscus sinensis,VU,Global South,5,China,Global South,China,Global South,Domestic,5,0,5,2.665625572,
663,"Hubbs, N. W.; Hurt, C. R.; Niedzwiecki, J.; Leckie, B.; Withers, D.",2022,Conservation genomics of urban populations of Streamside Salamander (Ambystoma barbouri),PLOS ONE,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,36.60805,-85.19997,Yes,,DD,Amphibia,Ambystoma barbouri,Ambystoma barbouri,LC,Global North,5,United States of America,Global North,United States of America,Global North,Domestic,5,5,0,2.740277052,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,South America,Venezuela,6.79895,-66.04338,Yes,,DD,Amphibia,Vitreorana castroviejoi,Vitreorana castroviejoi,EN,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.475172758,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Angola,-7.748928,14.742137,Yes,centroid,DD,Amphibia,Amietia angolensis,Amietia angolensis,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.781943917,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Oceania,Australia,-24.83997,127.53829,Yes,centroid,DD,Amphibia,Cornufer vitianus,Cornufer vitianus,NT,Global North,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.078125238,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Cameroon,4.805818,11.359608,Yes,centroid,DD,Amphibia,Leptodactylodon ovatus,Leptodactylodon ovatus,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.61006999,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Cameroon,5.06921,8.85979,NO,,DD,Amphibia,Cardioglossa leucomystax,Cardioglossa leucomystax,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.758679748,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Africa,Cameroon,5.06921,8.85979,NO,,DD,Amphibia,Arthroleptis variabilis,Arthroleptis variabilis,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.758679748,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Asia,China,21.84141,107.87744,NO,,DD,Amphibia,Leptobrachium hainanense,Leptobrachium hainanense,VU,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.063021183,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Asia,China,21.8462333,107.8891333,NO,,DD,Amphibia,Microhyla heymonsi,Microhyla heymonsi,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.063021183,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Asia,China,21.8462333,107.8891333,NO,,DD,Amphibia,Amolops ricketti,Amolops ricketti,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,2.063021183,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-1.29443,-78.57809,Yes,,DD,Amphibia,Strabomantis sulcatus,Strabomantis sulcatus,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.867882013,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,0.916667,-78.1333333,NO,,DD,Amphibia,Pristimantis w-nigrum,Pristimantis w-nigrum,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.762847662,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-0.033333,-79.85,NO,,DD,Amphibia,Engystomops pustulatus,Engystomops pustulatus,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.643924236,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-1.33836,-78.44625,Yes,,DD,Amphibia,Hyalinobatrachium fleischmanni,Hyalinobatrachium fleischmanni,LC,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.897743344,
667,"Hutter, Carl R.; Cobb, Kerry A.; Portik, Daniel M.; Travers, Scott L.; Wood, Perry L., Jr.; Brown, Rafe M.",2022,"FrogCap: A modular sequence capture probe‐set for phylogenomics and population genetics for all frogs, assessed across multiple phylogenetic scales",Molecular ecology resources,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,0,-79.4,NO,,DD,Amphibia,Oophaga histrionica,Oophaga histrionica,CR,Global South,6,United States of America,Global North,United States of America,Global North,Domestic,6,6,0,1.714410305,
